11839,Dana Air,DA,Nigeria
11840,STP Airways,8F,Sao Tome and Principe
11843,Med Airways,7Y,Lebanon
11850,Skyjet Airlines,UQ,Uganda
11855,Air Volga,G6,Russia
11857,Royal Falcon,RL,Jordan
11873,Euroline,4L,Georgia
11947,Athens Airways,ZF,Greece
11948,Viking Hellas,VQ,Greece
11963,Starline.kz,DZ,Kazakhstan
12960,Lugansk Airlines,L7,Ukraine
12961,Gryphon Airlines,6P,United States
12962,Gadair European Airlines,GP,Spain
12965,Spirit of Manila Airlines,SM,Philippines
12975,Chongqing Airlines,OQ,China
12978,West Air China,PN,China
12997,QatXpress,C3,Qatar
13076,OneChina,1C,China
13088,NordStar Airlines,Y7,Russia
13089,Joy Air,JR,China
13105,Air India Regional,CD,India
13106,MDLR Airlines,9H,India
13108,Maldivian,Q2,Maldives
13130,Xpressair,XN,Indonesia
13178,Strategic Airlines,VC,Australia
13190,Al-Naser Airlines,NA,Iraq
13200,Fuji Dream Airlines,JH,Japan
13218,SGA Airlines,5E,Thailand
13242,Air2there,F8,New Zealand
13254,Avianova (Russia),AO,Russia
13303,Parmiss Airlines (IPV),PA,Iran
13304,EuropeSky,ES,Germany
13306,BRAZIL AIR,GB,Brazil
13335,Homer Air,MR,Germany
13633,PanAm World Airways,WQ,United States
13690,Virginwings,YY,Germany
13704,KSY,KY,Greece
13732,Buquebus Líneas Aéreas,BQ,Uruguay
13734,SOCHI AIR,CQ,Russia
13757,Wizz Air Ukraine,WU,Ukraine
13815,LCM AIRLINES,LQ,Russia
13899,Cambodia Angkor Air (K6),K6,Cambodia
13983,Azul,AD,Brazil
14061,LSM Airlines,PQ,Russia
14094,LionXpress,C4,Cameroon
14118,Genesis,GK,Pakistan
14388,Congo Express,XZ,Congo (Kinshasa)
14485,Fly Dubai,FZ,United Arab Emirates
14620,Domenican Airlines,D1,Dominican Republic
14849,Aereonautica militare,JY,Italy
14881,LSM AIRLINES ,YZ,Russia
15814,UTair-Express,UR,Russia
15837,Huaxia,G5,China
15867,Zabaykalskii Airlines,ZP,Russia
15893,Marysya Airlines,M4,Russia
15897,N1,N1,Peru
15930,Airlink (SAA),4Z,South Africa
15953,JobAir,3B,Czech Republic
15975,Black Stallion Airways,BZ,United States
15984,German International Air Lines,GM,Germany
15985,TrasBrasil,TB,Brazil
15989,TransBrasil Airlines,TH,Brazil
15999,China SSS,9C,China
16103,Air Mekong,P8,Vietnam
16110,Harbour Air (Priv),H3,Canada
16116,Air Hamburg (AHO),HH,Germany
16120,ZABAIKAL AIRLINES,Z6,Russia
16127,TransHolding,TI,Brazil
16133,Yeti Airways,YT,Nepal
16135,Yellowstone Club Private Shuttle,Y1,United States
16136,Caucasus Airlines,NS,Georgia
16139,Serbian Airlines,S1,Serbia
16149,Windward Islands Airways,WM,Netherlands Antilles
16150,TransHolding System,YO,Brazil
16151,CCML Airlines,CB,Colombia
16234,Fly Brasil,F1,Brazil
16261,CB Airways UK ( Interliging Flights ),1F,United Kingdom
16262,Fly Colombia ( Interliging Flights ),3F,Colombia
16264,Trans Pas Air,T6,United States
16273,KMV,МИ,Russia
16323,Himalayan Airlines,HC,Nepal
16327,Indya Airline Group,G1,India
16329,Sunwing,WG,Canada
16359,Japan Regio,ZX,Japan
16363,Norte Lineas Aereas,N0,Argentina
16364,Austral Brasil,W7,Brazil
16373,PEGASUS AIRLINES-,H9,Turkey
16415,Camair-co,QC,Cameroon
16459,Sky Regional,RS,Canada
16507,LSM International ,II,Russia
16508,Baikotovitchestrian Airlines ,BU,American Samoa
16511,Luchsh Airlines ,L4,Russia
16585,Air Cargo Germany,6U,Germany
16615,Mongolian International Air Lines ,7M,Mongolia
16624,Tway Airlines,TW,South Korea
16625,Papillon Grand Canyon Helicopters,HI,United States
16628,Jusur airways,JX,Egypt
16645,NEXT Brasil,XB,Brazil
16660,AeroWorld ,W4,Russia
16695,GNB Linhas Aereas,GN,Brazil
16702,Usa Sky Cargo,E1,United States
16707,Hankook Airline,HN,South Korea
16717,REDjet,Z7,Barbados
16720,Red Jet Andes,PT,Peru
16721,Red Jet Canada,QY,Canada
16724,Red Jet Mexico,4X,Mexico
16725,Marusya Airways,Y8,Russia
16726,Era Alaska,7H,United States
16728,AirRussia,R8,Russia
16735,Hankook Air US,H1,United States
16796,I-Fly,H5,Russia
16837,VickJet,KT,France
16844,BVI Airways,XV,British Virgin Islands
16860,Salsa d\\'Haiti,SO,Haiti
16867,Zambezi Airlines (ZMA),ZJ,Zambia
16882,Polet Airlines (Priv),YQ,Russia
16942,Mauritania Airlines International,L6,Mauritania
16956,MAT Airways,6F,Macedonia
16960,Asian Wings Airways,AW,Burma
16963,Air Arabia Egypt,E5,Egypt
16975,Alitalia Cityliner,CT,Italy
17022,Orchid Airlines,OI,Australia
17023,Asia Wings,Y5,Kazakhstan
17082,Skywest Australia,XR,Australia
17083,Nile Air,NP,Egypt
17094,Senegal Airlines,DN,Senegal
17095,Fly 6ix,6I,Sierra Leone
17099,Starbow Airlines,S9,Ghana
17115,Copenhagen Express,0X,Denmark
17408,BusinessAir,8B,Thailand
17519,SENIC AIRLINES,YR,United States
17571,Sky Wing Pacific,C7,South Korea
17574,Air Indus,PP,Pakistan
17675,Peach Aviation,MM,Japan
17750,Aviabus,U1,Russia
17780,Michael Airlines,DF,Puerto Rico
17786,Korongo Airlines,ZC,Congo (Kinshasa)
17794,Indonesia Sky,I5,Indonesia
17841,Aws express,B0,United States
17881,Iberia Express,I2,Spain
17885,Interjet (ABC Aerolineas),4O,Mexico
17889,AirOnix,OG,Ukraine
17890,Nordic Global Airlines,NJ,Finland
17891,Scoot,TZ,Singapore
17909,Hi Fly (5K),5K,Portugal
17911,China Northwest Airlines (WH),WH,China
17935,Zenith International Airline,ZN,Thailand
17936,Orbit Airlines Azerbaijan,O1,Azerbaijan
17989,Air Alps Aviation (A6),A6,Austria
18169,Patriot Airways,P4,United States
18178,Vision Airlines (V2),V2,United States
18232,BQB Lineas Aereas,5Q,Uruguay
18239,Yellowtail,YE,United States
18241,Royal Airways,KG,United States
18252,FlyHigh Airlines Ireland (FH),FH,Ireland
18477,Aero VIP (2D),2D,Portugal
18497,Yangon Airways Ltd.,YH,Burma
18529,T.J. Air,TJ,United States
18543,SkyWork Airlines ,SX,Switzerland
18553,Maastricht Airlines,W2,Netherlands
18700,SOCHI AIR CHATER,Q3,Russia
18702,Denim Air ,J7,Norway
18732,Malindo Air,OD,Malaysia
18825,Flightlink Tanzania,Z9,Tanzania
18828,IzAvia,I8,Russia
18930,Maryland Air,M1,United States
18944,Insel Air (7I/INC) (Priv),7I,Netherlands Antilles
18946,VivaColombia,5Z,Colombia
19016,Apache Air,ZM,United States
19026,MHS Aviation GmbH,M2,Germany
19030,Jettor Airlines,NR,Hong Kong
19225,Thai Lion Air,SL,Thailand
19287,National Air Cargo,N8,United States
19305,Citilink Indonesia,QG,Indonesia
19361,Snowbird Airlines,S8,Finland
19367,Kharkiv Airlines,KH,Ukraine
19433,XAIR USA,XA,United States
19451,Air Costa,LB,India
19473,XPTO,XP,Portugal
19541,Malawian Airlines,3W,Malawi
19582,Air Serbia,JU,Serbia
19610,Air Lituanica,LT,Lithuania
19674,Rainbow Air (RAI),RN,United States
19675,Rainbow Air Canada,RY,Canada
19676,Rainbow Air Polynesia,RX,United States
19677,Rainbow Air Euro,RU,United Kingdom
19678,Rainbow Air US,RM,United States
19751,Dobrolet,QD,Russia
19774,Spike Airlines,S0,United States
19803,All Argentina,L1,Argentina
19804,All America,A2,United States
19805,All Asia,L9,China
19806,All Africa,9A,South Africa
19807,Regionalia México,N4,Mexico
19808,All Europe,N9,United Kingdom
19809,All Spain,N7,Spain
19810,Regional Air Iceland,9N,Iceland
19812,Voestar,8K,Brazil
19813,All Colombia,7O,Colombia
19814,Regionalia Uruguay,2X,Uruguay
19815,Regionalia Venezuela,9X,Venezuela
19827,Regionalia Chile,9J,Chile
19828,Vuela Cuba,6C,Cuba
19831,Fly Europa,ER,Spain
19834,FlyPortugal,PO,Portugal
19886,Spring Airlines Japan,IJ,Japan
19890,Dense Airways,KP,United States
19891,Dense Connection,KZ,United States
19908,Vuola Italia,4S,Italy
19927,Island Express Air,1X,Canada
19928,All Argentina Express,Z0,Argentina
19930,Thai Smile Airways,WE,Thailand
19944,International AirLink,I4,Jamaica
19963,Real Tonga,RT,Tonga
19970,All America AR,2R,Argentina
19971,All America CL,1R,Chile
19974,SOCHI AIR EXPRESS,Q4,Russia
19977,All America BR,1Y,Brazil
20004,Volotea Costa Rica,9V,Costa Rica
20017,Fly Romania,X5,Romania
20047,Eagle Atlantic Airlines,E2,Ghana
20073,All America CO,0Y,Colombia
20074,All America MX,0M,Mexico
20110,FOX Linhas Aereas,FX,Brazil
20127,Air Kenya (Priv),QP,Kenya
20144,Via Conectia Airlines,6V,Uruguay
20160,City Airways,E8,Thailand
20170,Norwegian Long Haul AS,DU,Norway
20207,TransNusa Air,M8,Indonesia
20218,Tomp Airlines,ZT,Chile
20222,OneJet,J1,United States
20224,Global Airlines,0G,Argentina
20264,Air Vistara,UK,India
20268,TransRussiaAirlines,1E,Russia
20270,Severstal Air Company,D2,Russia
20282,REXAIR VIRTUEL,RR,France
20285,WestJet Encore,WR,Canada
20286,Air Pegasus,OP,India
20288,International Europe,9I,Spain
20401,V Air,ZV,Taiwan
20565,Boutique Air (Priv),4B,United States
20577,VOLOTEA Airways,V7,Spain
20599,INAVIA Internacional,Z5,Argentina
20607,Liberty Airways,LE,United States
20608,Аэросервис,АЯ,Russia
20657,Bassaka airlines,5B,Cambodia
20686,SkyBahamas Airlines,Q7,Bahamas
20695,UVT Aero,UW,Russia
20710,Silver Airways (3M),3M,United States
20752,ATA Airlines (Iran),I3,Iran
20769,VIA Líneas Aéreas,V1,Argentina
20802,GermanXL,GX,Germany
20827,Fly France,FF,France
20881,Europe Jet,EX,France
20976,World Scale Airlines,W3,United States
20978,All America US,AG,United States
20995,BudgetAir,1K,Germany
21012,Fly One,F5,Moldova
21021,Nordica,EE,Estonia
21131,All America BOPY,0P,Paraguay
21268,Jetgo Australia,JG,Australia
21270,Air Carnival,2S,India
21317,Svyaz Rossiya,7R,Russia
